Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.6531,0.6574,0.7806,0.6639,0.7075,0.6639,0.6429,0.2368,0.2389,0.7509,0.7777
2,0.5610,0.7075,0.7355,0.6907,0.7118,0.6907,0.6820,0.4392,0.3362,0.7676,0.7564
3,0.5365,0.7218,0.7484,0.6793,0.7123,0.6793,0.6577,0.2711,0.2427,0.7982,0.7516
4,0.5181,0.7321,0.7255,0.6810,0.7081,0.6810,0.6642,0.3998,0.3190,0.8820,0.5970
5,0.5089,0.7374,0.6884,0.7069,0.7225,0.7069,0.6969,0.4986,0.3643,0.8487,0.6762
6,0.4994,0.7424,0.7583,0.6975,0.7276,0.6975,0.6797,0.3468,0.3218,0.8948,0.6382
7,0.4903,0.7465,0.6979,0.7067,0.7263,0.7067,0.6940,0.4769,0.3291,0.8584,0.6790
8,0.4863,0.7487,0.7429,0.6970,0.7216,0.6970,0.6845,0.4433,0.3319,0.8520,0.6665
9,0.4799,0.7517,0.7121,0.6999,0.7236,0.6999,0.6863,0.3410,0.3451,0.8095,0.7481
10,0.4502,0.7666,0.7363,0.7143,0.7311,0.7143,0.7060,0.5282,0.3646,0.8130,0.7359
11,0.4394,0.7732,0.7351,0.7088,0.7339,0.7088,0.7024,0.6050,0.3876,0.8477,0.6518
12,0.4337,0.7760,0.7477,0.7117,0.7345,0.7117,0.7044,0.6175,0.3620,0.8391,0.6758
13,0.4235,0.7795,0.7180,0.7151,0.7310,0.7151,0.7041,0.4164,0.3894,0.8521,0.7058
14,0.4163,0.7830,0.7020,0.7184,0.7317,0.7184,0.7115,0.5122,0.4056,0.8094,0.7433
15,0.4085,0.7877,0.7293,0.7113,0.7296,0.7113,0.7042,0.5717,0.3633,0.8148,0.7159
16,0.4004,0.7914,0.7404,0.7113,0.7291,0.7113,0.7019,0.4813,0.3562,0.8033,0.7530
17,0.3943,0.7948,0.7374,0.7119,0.7292,0.7119,0.7049,0.5652,0.3793,0.8316,0.6925
18,0.3899,0.7973,0.7693,0.7050,0.7245,0.7050,0.6962,0.5224,0.3638,0.8389,0.6784
19,0.3634,0.8095,0.7978,0.7110,0.7295,0.7110,0.7040,0.5639,0.4041,0.8519,0.6569
20,0.3526,0.8162,0.8591,0.7077,0.7261,0.7077,0.6983,0.4562,0.4077,0.8607,0.6596
21,0.3435,0.8208,0.8447,0.7063,0.7266,0.7063,0.6978,0.5404,0.3932,0.8599,0.6420
22,0.3396,0.8230,0.8325,0.7115,0.7255,0.7115,0.7048,0.5336,0.4028,0.8272,0.6971
