Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9088,0.4658,1.2066,0.3823,0.3531,0.3823,0.3493,0.0010,0.0000,0.4078,0.5508
2,0.8192,0.5243,1.1077,0.4309,0.4972,0.4309,0.3875,0.0000,0.2031,0.2873,0.8094
3,0.6790,0.6481,1.1092,0.5127,0.5292,0.5127,0.4793,0.0000,0.1223,0.5480,0.7072
4,0.6202,0.6799,1.1121,0.5272,0.5701,0.5272,0.4947,0.0002,0.1831,0.4918,0.8120
5,0.5888,0.6974,1.0361,0.5846,0.5590,0.5846,0.5469,0.0000,0.1797,0.7065,0.6834
6,0.5719,0.7050,1.0289,0.5528,0.5797,0.5528,0.5212,0.0006,0.1955,0.5505,0.8024
7,0.5608,0.7113,1.0385,0.5910,0.5677,0.5910,0.5532,0.0000,0.1845,0.6948,0.7169
8,0.5505,0.7176,1.0130,0.5774,0.5754,0.5774,0.5437,0.0000,0.2055,0.6111,0.7880
9,0.5416,0.7218,1.0260,0.5912,0.5706,0.5912,0.5536,0.0000,0.1791,0.6879,0.7286
10,0.5317,0.7250,1.0220,0.5965,0.6129,0.5965,0.5607,0.0004,0.2106,0.6766,0.7515
11,0.5245,0.7269,1.0193,0.6057,0.5756,0.6057,0.5647,0.0002,0.1924,0.7500,0.6814
12,0.5161,0.7306,0.9951,0.6074,0.6018,0.6074,0.5692,0.0035,0.2054,0.6957,0.7575
13,0.5061,0.7345,1.0194,0.5861,0.6171,0.5861,0.5528,0.0199,0.1797,0.6283,0.7905
14,0.5008,0.7367,0.9972,0.6189,0.6183,0.6189,0.5862,0.0521,0.2293,0.7426,0.7061
15,0.4925,0.7382,1.0204,0.5809,0.6401,0.5809,0.5519,0.0454,0.2054,0.5904,0.8140
16,0.4870,0.7406,1.0676,0.5692,0.6225,0.5692,0.5442,0.0742,0.2115,0.5507,0.8249
17,0.4804,0.7432,0.9924,0.6151,0.6215,0.6151,0.5915,0.1194,0.2227,0.7192,0.7100
18,0.4747,0.7450,0.9955,0.5934,0.6336,0.5934,0.5720,0.1245,0.1973,0.6056,0.8087
19,0.4687,0.7474,0.9833,0.6226,0.6338,0.6226,0.5959,0.0996,0.2295,0.7223,0.7315
20,0.4642,0.7478,1.0647,0.5803,0.6234,0.5803,0.5587,0.1518,0.1833,0.5705,0.8147
21,0.4605,0.7504,0.9654,0.6307,0.6252,0.6307,0.6059,0.1644,0.2415,0.8173,0.6022
22,0.4545,0.7530,1.0367,0.6114,0.6299,0.6114,0.5839,0.1049,0.2077,0.7274,0.6957
23,0.4516,0.7540,0.9951,0.6051,0.6382,0.6051,0.5874,0.1753,0.2268,0.6205,0.8006
24,0.4476,0.7558,1.0193,0.5996,0.6294,0.5996,0.5847,0.1954,0.2213,0.6297,0.7673
25,0.4450,0.7567,0.9943,0.6226,0.6237,0.6226,0.6050,0.1896,0.2480,0.7167,0.7090
26,0.4302,0.7633,1.0147,0.6228,0.6371,0.6228,0.6006,0.1493,0.2290,0.7092,0.7362
27,0.4269,0.7658,1.0467,0.6072,0.6375,0.6072,0.5894,0.1898,0.2208,0.6268,0.7954
28,0.4234,0.7664,0.9794,0.6144,0.6348,0.6144,0.6015,0.2462,0.2175,0.6608,0.7539
29,0.4203,0.7680,1.0194,0.6136,0.6277,0.6136,0.6012,0.2390,0.2363,0.6643,0.7440
