epoch,train_det_loss,train_cls_loss,train_inst_loss,val_det_acc,val_det_f1,val_cls_acc,val_cls_f1,val_inst_acc,val_inst_f1
0,0.6858113336563111,1.0329551628232003,1.6050724744796754,0.635703125,0.6252025157239954,0.9528998242530756,0.9758819294456443,0.781195079086116,0.8771583621114948
1,0.664731559753418,0.7226986023783684,1.3978452813625335,0.641328125,0.6365795928017062,0.9622144112478032,0.9807433945364981,0.7579964850615114,0.8623412976107168
2,0.6564787793159484,0.6477226489782333,1.3531404662132263,0.6421875,0.6401078394821318,0.9543057996485061,0.9766187050359713,0.7567662565905097,0.8615446178471389
3,0.6566428220272065,0.6221803915500641,1.3270344853401184,0.642734375,0.6422772500262206,0.9274165202108963,0.9623415701650406,0.7778558875219683,0.8750494266508502
4,0.6532486134767532,0.6190360289812088,1.335368913412094,0.6428125,0.6426568339596376,0.9490333919156415,0.9738503155996393,0.7595782073813708,0.863363963244107
5,0.6515875577926635,0.6170506721735001,1.3471765327453613,0.64359375,0.6434451045276874,0.9516695957820738,0.9752363800090049,0.7697715289982425,0.8699106256206555
6,0.645699725151062,0.6631722384691239,1.3523872768878937,0.644140625,0.6438235793973374,0.9467486818980668,0.972646023291505,0.7451669595782073,0.8539778449144008
7,0.6481274002790451,0.6355302047729492,1.3327164494991302,0.645078125,0.6444717323218835,0.9518453427065027,0.9753286511795427,0.7734622144112479,0.8722624120503419
8,0.6438075947761536,0.6277707687020302,1.3221738266944885,0.6453125,0.6446077013206306,0.9456942003514939,0.9720892421642127,0.7769771528998243,0.8744931262980912
9,0.647255173921585,0.6340791708230973,1.3294213712215424,0.64609375,0.6455238881513022,0.9442882249560632,0.971345927867667,0.7567662565905097,0.8615446178471389
10,0.6451233178377151,0.6182209727168083,1.3037276875972748,0.64640625,0.645281077612731,0.9479789103690686,0.9732948394081559,0.7558875219683655,0.8609748773896507
11,0.6531073886156082,0.6220381534099579,1.3266372698545457,0.64765625,0.6467174545042947,0.950439367311072,0.9745900162191385,0.7579964850615114,0.8623412976107168
12,0.6506820350885392,0.6402842235565186,1.3304491436481476,0.64828125,0.6468120337892489,0.9516695957820738,0.9752363800090049,0.7644991212653779,0.8665338645418327
13,0.6524552279710769,0.6506057342886925,1.328729840517044,0.647734375,0.6464460831376871,0.9520210896309315,0.9754209057351219,0.7571177504393674,0.8617723544708941
