Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.0249,0.9234,0.0615,0.9783,0.9894,0.9783,0.9819,1.0000,0.9779
2,0.0057,0.9823,0.0905,0.9697,0.9877,0.9697,0.9759,1.0000,0.9691
3,0.0037,0.9899,0.1252,0.9633,0.9868,0.9633,0.9716,1.0000,0.9625
4,0.0024,0.9936,0.0231,0.9935,0.9951,0.9935,0.9939,1.0000,0.9934
5,0.0021,0.9944,0.0134,0.9964,0.9969,0.9964,0.9965,1.0000,0.9963
6,0.0021,0.9942,0.0478,0.9871,0.9921,0.9871,0.9886,1.0000,0.9869
7,0.0018,0.9951,0.0397,0.9889,0.9928,0.9889,0.9900,1.0000,0.9887
8,0.0014,0.9966,0.3006,0.9105,0.9832,0.9105,0.9390,1.0000,0.9086
9,0.0015,0.9959,0.0291,0.9923,0.9944,0.9923,0.9929,1.0000,0.9921
10,0.0006,0.9984,0.0310,0.9921,0.9943,0.9921,0.9927,1.0000,0.9920
11,0.0006,0.9985,0.0155,0.9964,0.9969,0.9964,0.9965,1.0000,0.9963
12,0.0006,0.9986,0.0070,0.9982,0.9984,0.9982,0.9982,1.0000,0.9982
13,0.0006,0.9986,0.0073,0.9982,0.9983,0.9982,0.9982,1.0000,0.9981
14,0.0006,0.9986,0.0230,0.9922,0.9944,0.9922,0.9928,1.0000,0.9921
15,0.0006,0.9986,0.0091,0.9978,0.9980,0.9978,0.9979,1.0000,0.9978
16,0.0005,0.9988,0.0140,0.9964,0.9969,0.9964,0.9965,1.0000,0.9963
17,0.0003,0.9994,0.0074,0.9985,0.9986,0.9985,0.9985,1.0000,0.9985
18,0.0002,0.9995,0.0061,0.9986,0.9987,0.9986,0.9986,1.0000,0.9985
19,0.0002,0.9995,0.0088,0.9980,0.9982,0.9980,0.9981,1.0000,0.9980
20,0.0002,0.9994,0.0086,0.9980,0.9982,0.9980,0.9981,1.0000,0.9980
21,0.0003,0.9993,0.0063,0.9982,0.9984,0.9982,0.9983,1.0000,0.9982
22,0.0002,0.9996,0.0058,0.9987,0.9988,0.9987,0.9987,1.0000,0.9986
23,0.0001,0.9997,0.0096,0.9982,0.9983,0.9982,0.9982,1.0000,0.9981
24,0.0001,0.9998,0.0042,0.9992,0.9992,0.9992,0.9992,1.0000,0.9992
25,0.0001,0.9998,0.0056,0.9989,0.9990,0.9989,0.9990,1.0000,0.9989
26,0.0001,0.9998,0.0067,0.9986,0.9987,0.9986,0.9987,1.0000,0.9986
27,0.0001,0.9998,0.0063,0.9988,0.9989,0.9988,0.9988,1.0000,0.9988
28,0.0001,0.9998,0.0084,0.9984,0.9985,0.9984,0.9984,1.0000,0.9984
29,0.0001,0.9998,0.0046,0.9992,0.9992,0.9992,0.9992,1.0000,0.9992
30,0.0001,0.9998,0.0071,0.9987,0.9988,0.9987,0.9988,1.0000,0.9987
31,0.0001,0.9999,0.0049,0.9992,0.9992,0.9992,0.9992,1.0000,0.9991
32,0.0001,0.9999,0.0044,0.9992,0.9993,0.9992,0.9993,1.0000,0.9992
33,0.0001,0.9999,0.0058,0.9990,0.9991,0.9990,0.9991,1.0000,0.9990
34,0.0001,0.9999,0.0058,0.9990,0.9991,0.9990,0.9990,1.0000,0.9990
35,0.0000,0.9999,0.0057,0.9991,0.9991,0.9991,0.9991,1.0000,0.9990
36,0.0000,0.9999,0.0059,0.9991,0.9991,0.9991,0.9991,1.0000,0.9990
37,0.0000,0.9999,0.0052,0.9991,0.9992,0.9991,0.9992,1.0000,0.9991
38,0.0000,0.9999,0.0053,0.9992,0.9992,0.9992,0.9992,1.0000,0.9992
39,0.0000,0.9999,0.0055,0.9991,0.9992,0.9991,0.9992,1.0000,0.9991
40,0.0000,0.9999,0.0050,0.9992,0.9993,0.9992,0.9993,1.0000,0.9992
