Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9417,0.5060,1.1790,0.4589,0.6228,0.4589,0.4906,0.6616,0.5886,0.3408,0.5127
2,0.7959,0.5967,1.0453,0.5328,0.6203,0.5328,0.5550,0.5910,0.6296,0.4934,0.5400
3,0.7568,0.6159,1.0287,0.5325,0.6224,0.5325,0.5543,0.6339,0.5666,0.4720,0.5689
4,0.7305,0.6283,1.1488,0.5140,0.6226,0.5140,0.5399,0.6133,0.6396,0.4628,0.5167
5,0.7045,0.6403,1.1040,0.5408,0.6251,0.5408,0.5624,0.5466,0.6294,0.4939,0.5733
6,0.6805,0.6496,1.0434,0.5646,0.6164,0.5646,0.5787,0.5464,0.6317,0.5529,0.5666
7,0.6581,0.6585,1.0428,0.5633,0.6043,0.5633,0.5744,0.4729,0.6273,0.5450,0.5938
8,0.6370,0.6662,1.1615,0.5423,0.6192,0.5423,0.5585,0.4829,0.6869,0.4707,0.6081
9,0.6191,0.6727,1.1463,0.5434,0.5988,0.5434,0.5589,0.4692,0.6578,0.5409,0.5379
10,0.6020,0.6779,1.1800,0.5436,0.5983,0.5436,0.5597,0.4452,0.6423,0.5433,0.5462
11,0.5477,0.6984,1.2170,0.5593,0.5925,0.5593,0.5692,0.3709,0.6396,0.5664,0.5819
12,0.5238,0.7076,1.2841,0.5464,0.5883,0.5464,0.5571,0.3674,0.6563,0.5256,0.5926
13,0.5090,0.7135,1.3397,0.5455,0.5944,0.5455,0.5601,0.4092,0.6359,0.5431,0.5628
14,0.4962,0.7184,1.3034,0.5560,0.5931,0.5560,0.5647,0.3698,0.6177,0.5260,0.6274
