Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.6653,0.6193,0.7924,0.6240,0.6302,0.6240,0.5986
2,1.00e-03,0.6073,0.6609,0.7840,0.6439,0.6425,0.6439,0.6186
3,1.00e-03,0.5939,0.6707,0.7643,0.6410,0.6675,0.6410,0.6174
4,1.00e-03,0.5850,0.6756,0.7124,0.6606,0.6623,0.6606,0.6397
5,1.00e-03,0.5798,0.6795,0.7157,0.6615,0.6836,0.6615,0.6437
6,1.00e-03,0.5726,0.6841,0.7070,0.6642,0.6930,0.6642,0.6460
7,1.00e-03,0.5689,0.6862,0.7153,0.6658,0.6909,0.6658,0.6467
8,1.00e-03,0.5638,0.6893,0.7093,0.6583,0.6801,0.6583,0.6397
9,1.00e-03,0.5595,0.6914,0.7122,0.6700,0.6837,0.6700,0.6537
10,1.00e-03,0.5568,0.6939,0.6965,0.6691,0.6918,0.6691,0.6531
11,1.00e-03,0.5530,0.6953,0.6850,0.6805,0.6940,0.6805,0.6668
12,1.00e-03,0.5483,0.6971,0.6858,0.6805,0.6927,0.6805,0.6721
13,1.00e-03,0.5454,0.6998,0.7108,0.6663,0.6853,0.6663,0.6496
14,1.00e-03,0.5417,0.7028,0.6986,0.6693,0.6907,0.6693,0.6537
15,1.00e-03,0.5409,0.7042,0.6846,0.6781,0.6868,0.6781,0.6678
16,1.00e-03,0.5354,0.7066,0.6721,0.6790,0.6996,0.6790,0.6673
17,5.00e-04,0.5203,0.7157,0.6717,0.6868,0.7057,0.6868,0.6750
18,5.00e-04,0.5159,0.7188,0.6773,0.6889,0.7033,0.6889,0.6757
19,5.00e-04,0.5111,0.7210,0.6854,0.6808,0.6943,0.6808,0.6691
20,5.00e-04,0.5090,0.7217,0.6849,0.6796,0.6949,0.6796,0.6686
21,5.00e-04,0.5042,0.7256,0.6620,0.6868,0.7028,0.6868,0.6765
22,5.00e-04,0.5024,0.7268,0.7021,0.6703,0.7120,0.6703,0.6541
23,5.00e-04,0.4987,0.7294,0.6908,0.6761,0.7022,0.6761,0.6636
24,5.00e-04,0.4959,0.7296,0.6894,0.6836,0.7112,0.6836,0.6707
25,5.00e-04,0.4925,0.7325,0.6613,0.6927,0.7005,0.6927,0.6839
26,5.00e-04,0.4898,0.7329,0.6743,0.6881,0.7086,0.6881,0.6752
27,5.00e-04,0.4866,0.7350,0.7021,0.6857,0.7109,0.6857,0.6724
28,5.00e-04,0.4835,0.7364,0.6663,0.6873,0.7030,0.6873,0.6773
29,5.00e-04,0.4799,0.7384,0.7033,0.6738,0.7000,0.6738,0.6638
30,2.50e-04,0.4662,0.7469,0.6910,0.6909,0.7027,0.6909,0.6795
