Epoch,LR,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.00e-03,0.0598,0.7965,0.9496,0.5546,0.9319,0.5546,0.6477
2,1.00e-03,0.0491,0.8354,0.8164,0.6768,0.9350,0.6768,0.7507
3,1.00e-03,0.0457,0.8482,1.0403,0.6700,0.9349,0.6700,0.7453
4,1.00e-03,0.0435,0.8564,0.6302,0.7797,0.9375,0.7797,0.8284
5,1.00e-03,0.0412,0.8644,0.6082,0.7688,0.9374,0.7688,0.8205
6,1.00e-03,0.0394,0.8707,0.5848,0.7972,0.9396,0.7972,0.8412
7,1.00e-03,0.0378,0.8762,0.5461,0.7913,0.9399,0.7913,0.8370
8,1.00e-03,0.0367,0.8799,0.6669,0.7680,0.9384,0.7680,0.8200
9,1.00e-03,0.0354,0.8845,0.5454,0.8001,0.9404,0.8001,0.8434
10,1.00e-03,0.0345,0.8883,0.5962,0.8132,0.9407,0.8132,0.8528
11,1.00e-03,0.0333,0.8926,0.4181,0.8464,0.9418,0.8464,0.8765
12,1.00e-03,0.0325,0.8955,0.5385,0.8231,0.9419,0.8231,0.8599
13,1.00e-03,0.0319,0.8971,0.4308,0.8412,0.9418,0.8412,0.8728
14,1.00e-03,0.0309,0.9013,0.4845,0.8414,0.9372,0.8414,0.8723
15,1.00e-03,0.0302,0.9039,0.5860,0.8201,0.9414,0.8201,0.8577
16,5.00e-04,0.0269,0.9163,0.3937,0.8701,0.9416,0.8701,0.8931
17,5.00e-04,0.0259,0.9200,0.3497,0.8835,0.9416,0.8835,0.9024
18,5.00e-04,0.0253,0.9225,0.3887,0.8778,0.9418,0.8778,0.8985
19,5.00e-04,0.0246,0.9245,0.4754,0.8567,0.9424,0.8567,0.8838
20,5.00e-04,0.0241,0.9261,0.3904,0.8710,0.9425,0.8710,0.8938
21,5.00e-04,0.0236,0.9276,0.4287,0.8726,0.9429,0.8726,0.8950
22,2.50e-04,0.0216,0.9348,0.3915,0.8830,0.9414,0.8830,0.9021
23,2.50e-04,0.0210,0.9369,0.4081,0.8829,0.9420,0.8829,0.9021
24,2.50e-04,0.0206,0.9384,0.4984,0.8622,0.9432,0.8622,0.8878
25,2.50e-04,0.0201,0.9398,0.4832,0.8704,0.9421,0.8704,0.8933
