Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.9888,0.3695,1.3406,0.3992,0.6278,0.3992,0.3908,0.7682,0.3047,0.1511,0.6197
2,0.8222,0.4966,1.2120,0.4767,0.6518,0.4767,0.4831,0.7355,0.4010,0.2656,0.6782
3,0.7721,0.5344,1.0811,0.4976,0.6450,0.4976,0.4960,0.6531,0.3286,0.2979,0.7369
4,0.7476,0.5498,1.2148,0.4955,0.6281,0.4955,0.4959,0.6818,0.3301,0.3100,0.7087
5,0.7255,0.5627,1.2840,0.5137,0.6371,0.5137,0.5112,0.7016,0.4171,0.3097,0.7313
6,0.7180,0.5660,1.4115,0.5317,0.6400,0.5317,0.5350,0.6978,0.4160,0.3588,0.7228
7,0.7109,0.5710,1.6477,0.5294,0.6435,0.5294,0.5297,0.6370,0.4284,0.3426,0.7495
8,0.7011,0.5768,1.5525,0.4976,0.6294,0.4976,0.4798,0.6606,0.3777,0.2558,0.7732
9,0.6986,0.5789,1.5942,0.5314,0.6514,0.5314,0.5292,0.7001,0.4290,0.3321,0.7502
10,0.6948,0.5822,1.5941,0.5274,0.6471,0.5274,0.5210,0.6225,0.4315,0.3175,0.7773
11,0.6704,0.5956,1.8706,0.5322,0.6390,0.5322,0.5295,0.5610,0.4533,0.3419,0.7723
12,0.6626,0.6013,2.0160,0.5394,0.6465,0.5394,0.5314,0.5754,0.4369,0.3340,0.8015
13,0.6616,0.6015,1.9984,0.5359,0.6412,0.5359,0.5319,0.6218,0.4639,0.3392,0.7664
14,0.6617,0.6024,2.0057,0.5494,0.6386,0.5494,0.5503,0.6528,0.4390,0.3863,0.7446
15,0.6581,0.6042,1.8082,0.5424,0.6370,0.5424,0.5375,0.5693,0.4139,0.3612,0.7846
16,0.6550,0.6057,1.9531,0.5337,0.6338,0.5337,0.5238,0.5983,0.4296,0.3301,0.7863
17,0.6544,0.6066,2.0951,0.5451,0.6390,0.5451,0.5403,0.6029,0.4658,0.3551,0.7772
18,0.6554,0.6060,1.9551,0.5496,0.6448,0.5496,0.5474,0.5943,0.4317,0.3735,0.7782
19,0.6400,0.6153,2.4133,0.5511,0.6397,0.5511,0.5483,0.6212,0.4474,0.3743,0.7700
20,0.6377,0.6163,2.5597,0.5523,0.6344,0.5523,0.5468,0.5750,0.4476,0.3737,0.7865
21,0.6353,0.6184,2.6228,0.5634,0.6322,0.5634,0.5663,0.5773,0.4602,0.4308,0.7445
22,0.6345,0.6185,2.9108,0.5542,0.6251,0.5542,0.5531,0.5410,0.4547,0.4037,0.7634
23,0.6343,0.6186,2.9035,0.5609,0.6275,0.5609,0.5634,0.5573,0.4526,0.4301,0.7459
24,0.6324,0.6203,2.9880,0.5628,0.6345,0.5628,0.5668,0.5762,0.4614,0.4297,0.7442
25,0.6328,0.6200,2.9096,0.5539,0.6375,0.5539,0.5497,0.5585,0.4440,0.3794,0.7895
26,0.6310,0.6204,2.5625,0.5604,0.6337,0.5604,0.5628,0.5820,0.4476,0.4213,0.7498
27,0.6313,0.6206,3.0387,0.5514,0.6330,0.5514,0.5502,0.5256,0.4625,0.3894,0.7751
28,0.6310,0.6214,2.9986,0.5545,0.6395,0.5545,0.5525,0.5843,0.4489,0.3863,0.7748
29,0.6223,0.6254,2.9818,0.5605,0.6291,0.5605,0.5625,0.5696,0.4608,0.4242,0.7465
30,0.6222,0.6258,3.5818,0.5544,0.6358,0.5544,0.5520,0.5925,0.4691,0.3838,0.7700
31,0.6214,0.6264,3.5500,0.5574,0.6335,0.5574,0.5561,0.5433,0.4493,0.4015,0.7753
32,0.6211,0.6259,3.2780,0.5514,0.6378,0.5514,0.5477,0.6039,0.4522,0.3725,0.7766
