epoch,beta,beta_event,train_recon,train_kl,train_raw_kl,train_interv,train_total,val_recon,val_kl,val_raw_kl,val_interv,val_total,val_ref_elbo
0,0.02,↑,1.4522809304456274,0.0,389.3333562460161,0.4523988102555723,3.7139377869609604,0.0424580341491294,325.03464972454566,325.03464972454566,0.4694470264746443,327.28820887855863,325.0771077586948
1,0.04,↑,0.1677703689287077,0.6065151495613942,30.32575815042159,0.4477723816171625,3.0779484709850826,0.052717005783605324,15.698802545018818,15.698802545018818,0.4821384146647609,18.03176420667897,15.751519550802424
2,0.06,↑,0.17520580585597717,0.3967499979561601,9.918750160282716,0.4415501549111721,2.913022215653183,0.04504781790416493,8.9518694560165,8.9518694560165,0.47758262572081195,11.290833225716716,8.996917273920664
3,0.08,↑,0.1600513403689451,0.3753336470616155,6.25556092793332,0.4429496761719535,2.9070690720153034,0.046864525788696876,5.325264415015345,5.325264415015345,0.4804907768316891,7.694449056749758,5.372128940804043
4,0.1,↑,0.1259527566309217,0.3267913174752454,4.084891560718529,0.44453359818212074,2.860522296643795,0.049868395390109545,3.641405006789643,3.641405006789643,0.47737184037332947,6.023435592651367,3.6912734021797524
5,0.12000000000000001,↑,0.11461489611296667,0.29595484762781654,2.959548426301856,0.4440744206365338,2.8419019082435093,0.04905731892590073,2.7274083789923917,2.7274083789923917,0.4767612608392601,5.1215341868607895,2.7764656979182925
6,0.14,↑,0.09009289508061304,0.25517225664641174,2.126435518040693,0.4469304724799511,2.8059074858525643,0.046837420622081107,1.9341494596522788,1.9341494596522788,0.4837924729546775,4.3443539453589395,1.98098688027436
7,0.16,↑,0.08174571469746975,0.2324302937639387,1.6602163787062902,0.44836077068869334,2.8036467099100126,0.04329314374405405,1.6344186287859213,1.6344186287859213,0.4849649474186742,4.053216489760772,1.6777117725299753
8,0.18,↑,0.08209326349527032,0.22564541264542176,1.410283859343009,0.4481211932922216,2.8109782129750216,0.04357032778305774,1.5057117885545543,1.5057117885545543,0.48518754039769585,3.922585681080818,1.549282116337612
9,0.19999999999999998,↑,0.08436388074913512,0.22049769365991978,1.2249871378946573,0.44826857084618477,2.8199659559063446,0.04924553474534592,1.2944455352490363,1.2944455352490363,0.48517429318440997,3.7181748061076454,1.3436910699943823
10,0.21999999999999997,↑,0.08704705454630057,0.21429103719686768,1.0714551693290697,0.4482999605063657,2.827901356202319,0.051130096020784006,1.062540616516186,1.062540616516186,0.485300787927016,3.494851865198301,1.11367071253697
11,0.23999999999999996,↑,0.09157208381629635,0.20840983789176085,0.9473174510985837,0.4480720563490588,2.8380188005311147,0.04658020250992378,1.0019461765237476,1.0019461765237476,0.48618495804460155,3.4366936152395993,1.0485263790336714
12,0.25999999999999995,↑,0.09559238562087494,0.20901847333136134,0.870910324758493,0.44800322474841786,2.8511748824800764,0.041557320262640085,0.9465778256240098,0.9465778256240098,0.4853660094997157,3.3752976319064265,0.9881351458866499
13,0.27999999999999997,↑,0.10017882589770277,0.20970700334239387,0.806565427060302,0.44814732508327726,2.8643475605132886,0.052578847408220726,0.8481533358926359,0.8481533358926359,0.4854809492826462,3.303975490772206,0.9007321833008566
