Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_background,Val_Acc_vehicle
1,0.1229,0.5634,0.3163,0.4900,0.7637,0.4900,0.4024,0.9954,0.1524
2,0.1131,0.5967,0.3120,0.4958,0.7644,0.4958,0.4124,0.9949,0.1625
3,0.1110,0.6060,0.3141,0.4875,0.7633,0.4875,0.3980,0.9956,0.1481
4,0.1094,0.6113,0.3053,0.5171,0.7652,0.5171,0.4479,0.9919,0.1999
5,0.1083,0.6174,0.3107,0.4784,0.7600,0.4784,0.3824,0.9955,0.1330
6,0.1070,0.6235,0.3139,0.5065,0.7632,0.5065,0.4307,0.9927,0.1817
7,0.1059,0.6267,0.3234,0.5136,0.7625,0.5136,0.4427,0.9911,0.1946
8,0.1049,0.6337,0.3230,0.4997,0.7616,0.4997,0.4195,0.9931,0.1702
9,0.1018,0.6485,0.3331,0.5460,0.7646,0.5460,0.4941,0.9853,0.2526
10,0.1004,0.6565,0.3327,0.5217,0.7606,0.5217,0.4564,0.9884,0.2099
11,0.0993,0.6628,0.3437,0.5380,0.7618,0.5380,0.4822,0.9854,0.2392
12,0.0984,0.6683,0.3508,0.5356,0.7641,0.5356,0.4780,0.9875,0.2338
13,0.0976,0.6739,0.3467,0.5486,0.7624,0.5486,0.4986,0.9830,0.2585
14,0.0967,0.6791,0.3710,0.5602,0.7667,0.5602,0.5154,0.9829,0.2779
15,0.0961,0.6834,0.3374,0.5476,0.7629,0.5476,0.4970,0.9836,0.2565
16,0.0955,0.6862,0.3479,0.5783,0.7665,0.5783,0.5420,0.9772,0.3119
17,0.0947,0.6905,0.3669,0.5753,0.7657,0.5753,0.5379,0.9774,0.3068
18,0.0941,0.6935,0.3581,0.5727,0.7652,0.5727,0.5342,0.9779,0.3021
19,0.0935,0.6972,0.4058,0.5859,0.7678,0.5859,0.5528,0.9756,0.3257
20,0.0930,0.7005,0.3690,0.5837,0.7656,0.5837,0.5500,0.9744,0.3228
21,0.0924,0.7027,0.3582,0.5695,0.7642,0.5695,0.5297,0.9781,0.2967
22,0.0917,0.7064,0.3710,0.5695,0.7631,0.5695,0.5299,0.9771,0.2973
23,0.0915,0.7079,0.3528,0.5756,0.7659,0.5756,0.5382,0.9775,0.3072
24,0.0886,0.7207,0.4192,0.6062,0.7675,0.6062,0.5811,0.9671,0.3651
25,0.0875,0.7267,0.4086,0.6101,0.7670,0.6101,0.5866,0.9647,0.3733
26,0.0871,0.7282,0.4119,0.6019,0.7674,0.6019,0.5752,0.9689,0.3568
27,0.0866,0.7300,0.4649,0.6186,0.7690,0.6186,0.5976,0.9629,0.3886
28,0.0863,0.7320,0.4162,0.6079,0.7663,0.6079,0.5836,0.9651,0.3693
29,0.0859,0.7340,0.4457,0.6121,0.7682,0.6121,0.5890,0.9651,0.3763
30,0.0855,0.7352,0.4058,0.5913,0.7649,0.5913,0.5610,0.9707,0.3380
31,0.0852,0.7370,0.4830,0.6211,0.7683,0.6211,0.6012,0.9609,0.3943
32,0.0851,0.7379,0.4120,0.6080,0.7670,0.6080,0.5837,0.9658,0.3691
33,0.0847,0.7397,0.4573,0.6182,0.7673,0.6182,0.5975,0.9612,0.3892
34,0.0845,0.7405,0.4567,0.6185,0.7674,0.6185,0.5977,0.9612,0.3896
35,0.0842,0.7418,0.4666,0.6244,0.7677,0.6244,0.6056,0.9584,0.4013
36,0.0839,0.7426,0.5397,0.6210,0.7680,0.6210,0.6011,0.9605,0.3943
37,0.0838,0.7437,0.4893,0.6197,0.7669,0.6197,0.5995,0.9599,0.3925
38,0.0836,0.7449,0.5120,0.6218,0.7672,0.6218,0.6022,0.9592,0.3964
39,0.0833,0.7474,0.4831,0.6245,0.7689,0.6245,0.6055,0.9599,0.4004
40,0.0816,0.7538,0.4919,0.6240,0.7684,0.6240,0.6050,0.9595,0.4000
41,0.0812,0.7564,0.4877,0.6267,0.7669,0.6267,0.6088,0.9563,0.4066
42,0.0807,0.7584,0.5765,0.6249,0.7672,0.6249,0.6063,0.9576,0.4027
43,0.0807,0.7587,0.6062,0.6328,0.7681,0.6328,0.6165,0.9543,0.4180
44,0.0805,0.7597,0.5745,0.6334,0.7692,0.6334,0.6171,0.9554,0.4183
45,0.0801,0.7604,0.5895,0.6356,0.7688,0.6356,0.6200,0.9536,0.4232
46,0.0802,0.7607,0.5586,0.6428,0.7709,0.6428,0.6289,0.9521,0.4361
47,0.0800,0.7609,0.5838,0.6406,0.7699,0.6406,0.6263,0.9521,0.4326
48,0.0798,0.7621,0.5413,0.6318,0.7682,0.6318,0.6153,0.9550,0.4160
49,0.0797,0.7627,0.5449,0.6367,0.7691,0.6367,0.6215,0.9534,0.4253
50,0.0797,0.7632,0.5532,0.6400,0.7691,0.6400,0.6256,0.9514,0.4320
