epoch,train_loss,train_pres_loss,train_type_loss,val_loss,val_pres_loss,val_type_loss,val_pres_f1,val_pres_acc,val_type_f1,val_type_acc
0,1.7239338599086125,0.3312598919046336,1.3926739680039788,1.6034932017656573,0.3415955731082821,1.2618976286573753,0.5914,0.5002,0.431,0.4396
1,1.6022628662756964,0.3236760713693634,1.278586794906333,1.5240261257520342,0.3402455506892746,1.1837805750627597,0.7004,0.6175,0.477,0.6155
2,1.582602098702752,0.32227501502403844,1.2603270836787135,1.4941650982378594,0.3395084370536487,1.1546566611842106,0.7066,0.6295,0.4858,0.6156
3,1.578329738950856,0.3218701309487421,1.2564596080021138,1.4782959153447455,0.33935124193862537,1.1389446734061202,0.7095,0.6341,0.4856,0.6158
4,1.580085956765739,0.321729563907856,1.258356392857883,1.4740814673933627,0.3393709600136881,1.1347105073796746,0.7148,0.6386,0.4871,0.6142
5,1.578497261836611,0.32166100054267865,1.2568362612939323,1.4732505185452196,0.3393048104156748,1.1339457081295448,0.717,0.6405,0.487,0.6111
6,1.5776277739426185,0.32154069085968584,1.2560870830829327,1.4710621926262768,0.33940640182706455,1.1316557907992122,0.7391,0.6547,0.4853,0.6123
7,1.5810581682847729,0.3217453690991794,1.2593127991855935,1.4733646001842213,0.3395480634102861,1.1338165367739352,0.7343,0.6521,0.487,0.6108
8,1.5797748312709818,0.32181961909529383,1.257955212175688,1.4731264827654302,0.33947724318570377,1.1336492395797264,0.7187,0.642,0.4862,0.608
9,1.5793227542300439,0.3216820269111613,1.2576407273188825,1.4734284673040925,0.339631458398708,1.1337970089053844,0.7419,0.658,0.4857,0.6123
10,1.578396541686526,0.32169425013210795,1.2567022915544181,1.4720093365191091,0.3394231400001082,1.132586196519001,0.7347,0.6532,0.4862,0.6133
11,1.5789926058417607,0.32169793328808854,1.257294672553672,1.473646824379707,0.3394193570039279,1.134227467375779,0.732,0.65,0.486,0.6082
12,1.5791230340851397,0.3217333280123197,1.2573897060728199,1.472094062953114,0.33932704344350545,1.1327670195096087,0.7148,0.6399,0.4859,0.6105
13,1.5787688844716201,0.32174287993332434,1.2570260045382957,1.4722894895770213,0.3395000679671269,1.1327894216098944,0.7274,0.648,0.4857,0.6102
14,1.5804382040899059,0.321634004223568,1.258804199866338,1.4737314451434274,0.33913151114931395,1.1345999339941135,0.7103,0.637,0.4839,0.6087
15,1.581594229376917,0.32183192326472354,1.2597623061121932,1.474345706506449,0.33933162953384693,1.135014076972602,0.7187,0.6428,0.4841,0.6088
16,1.5786656346814385,0.32168285663311297,1.2569827780483256,1.4728599823082584,0.33910718584985283,1.1337527964584055,0.6897,0.6222,0.4842,0.6117
17,1.5771704757245213,0.32174393226360454,1.2554265434609169,1.4713202605947564,0.3396432512024433,1.131677009392313,0.7432,0.6589,0.4846,0.6108
