Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,2.0045,0.2883,1.8769,0.3137,0.3164,0.3137,0.2242,0.0078,0.0000,0.0000,0.1963,0.0000,0.1879,0.0000,0.6255,0.9127,0.1759,0.3349,0.0000,0.0253,0.0000
2,1.6576,0.3885,1.6598,0.3909,0.3889,0.3909,0.3602,0.0093,0.2815,0.0084,0.3221,0.2938,0.5218,0.1443,0.5794,0.6644,0.0710,0.7479,0.0742,0.3108,0.0000
3,1.5331,0.4356,1.5957,0.4088,0.4181,0.4088,0.3880,0.0008,0.1407,0.2286,0.4356,0.0475,0.4731,0.1212,0.6159,0.6733,0.2037,0.8176,0.1249,0.2945,0.0000
4,1.4732,0.4577,1.5748,0.4131,0.4018,0.4131,0.3867,0.0000,0.2444,0.0756,0.4322,0.2660,0.4470,0.0531,0.6492,0.6341,0.0716,0.8544,0.1967,0.4011,0.0000
5,1.4129,0.4741,1.4852,0.4439,0.4445,0.4439,0.4224,0.0000,0.3160,0.0795,0.4006,0.2722,0.5956,0.1995,0.6479,0.6671,0.1741,0.8943,0.3018,0.3451,0.0611
6,1.3433,0.4945,1.3919,0.4666,0.4752,0.4666,0.4612,0.0000,0.4765,0.2277,0.5014,0.1815,0.5757,0.2988,0.6114,0.5934,0.2562,0.8981,0.3506,0.4403,0.1361
7,1.2758,0.5120,1.3610,0.4744,0.5087,0.4744,0.4618,0.0000,0.4099,0.1037,0.5404,0.0457,0.5028,0.3894,0.5378,0.6894,0.2969,0.9310,0.3923,0.4178,0.2111
8,1.2249,0.5262,1.2828,0.4926,0.4965,0.4926,0.4731,0.0000,0.5704,0.1299,0.5684,0.0012,0.6302,0.1770,0.6524,0.6563,0.4062,0.9410,0.5069,0.3985,0.4528
9,1.1819,0.5391,1.2653,0.4964,0.5206,0.4964,0.4816,0.0000,0.6123,0.1467,0.5476,0.0302,0.6563,0.4214,0.5531,0.6849,0.3031,0.9663,0.4442,0.3691,0.4000
10,1.1475,0.5492,1.2411,0.5077,0.5153,0.5077,0.4913,0.0000,0.6296,0.1407,0.5177,0.0086,0.6295,0.3635,0.5967,0.6946,0.2833,0.9479,0.5069,0.4615,0.5167
