Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_cx30,Val_Acc_motor2,Val_Acc_polaris0235pm_nolineofsig,Val_Acc_polaris0215pm,Val_Acc_forester2,Val_Acc_background,Val_Acc_miata,Val_Acc_walk2,Val_Acc_warhog_nolineofsight,Val_Acc_pickup,Val_Acc_scooter2,Val_Acc_walk,Val_Acc_silverado0255pm,Val_Acc_bicycle2,Val_Acc_scooter,Val_Acc_forester,Val_Acc_tesla,Val_Acc_gle350,Val_Acc_mustang,Val_Acc_silverado0315pm,Val_Acc_motor,Val_Acc_warhog1149am,Val_Acc_pickup2,Val_Acc_polaris0150pm,Val_Acc_miata_mustang,Val_Acc_bicycle,Val_Acc_mustang2,Val_Acc_tesla2,Val_Acc_mustang0528,Val_Acc_warhog1135am
1,1.5209,0.4533,1.4129,0.4719,0.4621,0.4719,0.4441,0.4889,0.0629,0.0000,0.1333,0.0000,0.9985,0.4113,0.7241,0.0000,0.0860,0.0444,0.0111,0.2667,0.0179,0.0000,0.0152,0.5166,0.6186,0.6320,0.1778,0.1818,0.1296,0.0000,0.1833,0.8343,0.0000,0.0101,0.0000,0.8053,0.5111
2,1.2683,0.5298,1.3652,0.4901,0.5151,0.4901,0.4754,0.4012,0.0087,0.0667,0.0889,0.0016,0.9931,0.5222,0.7581,0.0000,0.1256,0.0427,0.0844,0.1111,0.7005,0.0087,0.1141,0.1447,0.7045,0.5540,0.7111,0.3111,0.1667,0.0000,0.1000,0.8049,0.0000,0.0000,0.0000,0.7804,0.4111
3,1.1894,0.5578,1.3233,0.5086,0.5241,0.5086,0.4940,0.5105,0.1049,0.2556,0.2963,0.0000,0.9946,0.3768,0.6454,0.0000,0.6048,0.0479,0.1022,0.4444,0.3173,0.0077,0.1919,0.1217,0.7652,0.6334,0.3222,0.4636,0.3296,0.0129,0.4500,0.8395,0.0000,0.0121,0.0000,0.6747,0.2444
4,1.1230,0.5851,1.2957,0.5203,0.5226,0.5203,0.5101,0.5759,0.0490,0.3333,0.4741,0.0016,0.9939,0.4667,0.7432,0.0000,0.3507,0.0359,0.1978,0.6889,0.2019,0.1159,0.2071,0.3571,0.7118,0.5968,0.1111,0.5283,0.3815,0.0105,0.2889,0.7922,0.0000,0.0000,0.0000,0.7449,0.6333
5,1.0549,0.6124,1.3418,0.5136,0.5187,0.5136,0.5038,0.5827,0.0997,0.2889,0.4074,0.0016,0.9977,0.5743,0.7133,0.0000,0.3092,0.0222,0.1911,0.5333,0.2940,0.0580,0.2273,0.2664,0.5218,0.6363,0.2889,0.4152,0.3963,0.0023,0.3111,0.7789,0.0054,0.0020,0.0017,0.7724,0.4111
