Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.4430,0.7235,0.6302,0.5308,0.7168,0.5308,0.4863,0.2672,0.2625,0.9479
2,0.4087,0.7456,0.4804,0.7210,0.7782,0.7210,0.7224,0.4966,0.6136,0.8881
3,0.4021,0.7477,0.5270,0.7792,0.7844,0.7792,0.7808,0.5458,0.7885,0.7649
4,0.3984,0.7496,0.5468,0.5950,0.7404,0.5950,0.5749,0.3494,0.3760,0.9357
5,0.3941,0.7534,0.4651,0.7570,0.7817,0.7570,0.7599,0.5280,0.7084,0.8325
6,0.3916,0.7542,0.4951,0.7030,0.7592,0.7030,0.7044,0.4594,0.5984,0.8656
7,0.3894,0.7557,0.5363,0.7548,0.7827,0.7548,0.7577,0.5279,0.6990,0.8416
8,0.3834,0.7594,0.4991,0.7264,0.7832,0.7264,0.7278,0.5070,0.6191,0.8933
9,0.3811,0.7617,0.5613,0.7791,0.7857,0.7791,0.7808,0.5478,0.7819,0.7747
10,0.3808,0.7609,0.6204,0.6166,0.7395,0.6166,0.6039,0.3673,0.4223,0.9188
11,0.3776,0.7640,0.7357,0.5942,0.7185,0.5942,0.5786,0.3261,0.3945,0.9046
12,0.3769,0.7658,0.4791,0.7353,0.7787,0.7353,0.7377,0.5082,0.6502,0.8676
13,0.3751,0.7678,0.5097,0.7689,0.7881,0.7689,0.7716,0.5450,0.7321,0.8260
14,0.3690,0.7722,0.4696,0.7749,0.7931,0.7749,0.7775,0.5560,0.7397,0.8295
15,0.3677,0.7733,0.4829,0.7327,0.7831,0.7327,0.7347,0.5118,0.6355,0.8839
16,0.3664,0.7740,0.5153,0.7798,0.7878,0.7798,0.7817,0.5514,0.7768,0.7844
17,0.3652,0.7766,0.5309,0.7691,0.7878,0.7691,0.7718,0.5448,0.7336,0.8242
18,0.3629,0.7784,0.4869,0.7702,0.7899,0.7702,0.7729,0.5484,0.7318,0.8298
19,0.3592,0.7814,0.4675,0.7501,0.7864,0.7501,0.7527,0.5291,0.6769,0.8638
20,0.3587,0.7834,0.4997,0.7326,0.7830,0.7326,0.7346,0.5115,0.6355,0.8837
21,0.3550,0.7862,0.5197,0.7190,0.7824,0.7190,0.7198,0.5001,0.6020,0.9010
22,0.3555,0.7865,0.5253,0.7003,0.7725,0.7003,0.7000,0.4733,0.5714,0.9009
23,0.3521,0.7895,0.4966,0.7596,0.7904,0.7596,0.7623,0.5414,0.6964,0.8578
24,0.3508,0.7901,0.4901,0.7337,0.7827,0.7337,0.7357,0.5120,0.6386,0.8815
25,0.3492,0.7914,0.4899,0.7447,0.7848,0.7447,0.7472,0.5230,0.6648,0.8690
26,0.3502,0.7915,0.4892,0.7453,0.7824,0.7453,0.7480,0.5206,0.6712,0.8606
27,0.3472,0.7938,0.4774,0.7656,0.7885,0.7656,0.7684,0.5433,0.7198,0.8368
28,0.3466,0.7942,0.5001,0.7300,0.7803,0.7300,0.7320,0.5062,0.6332,0.8806
29,0.3464,0.7941,0.4884,0.7717,0.7885,0.7717,0.7743,0.5475,0.7412,0.8191
