Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
1,0.4698,0.6068,1.4384,0.3902,0.6115,0.3902,0.4365,0.2381,0.8327,0.4955,0.3522,0.3432
2,0.3199,0.6944,1.3148,0.5226,0.6318,0.5226,0.5274,0.3225,0.6138,0.7847,0.3339,0.6611
3,0.2513,0.7303,1.9114,0.3210,0.6192,0.3210,0.3512,0.1864,0.8687,0.5279,0.3186,0.2054
4,0.2174,0.7469,1.8635,0.3893,0.5996,0.3893,0.4275,0.2279,0.8039,0.5541,0.3453,0.3438
5,0.1889,0.7653,1.3310,0.5628,0.6056,0.5628,0.5665,0.3412,0.6016,0.6441,0.4407,0.6691
6,0.1733,0.7752,1.1754,0.5216,0.6379,0.5216,0.5177,0.3260,0.7574,0.7009,0.6838,0.2912
7,0.1625,0.7841,1.6982,0.4808,0.6226,0.4808,0.5112,0.3003,0.6217,0.7883,0.5083,0.3834
8,0.1640,0.7853,1.5092,0.4842,0.5975,0.4842,0.5128,0.2878,0.7154,0.6459,0.4848,0.4224
9,0.1431,0.7998,1.6062,0.5348,0.6058,0.5348,0.5263,0.3212,0.6252,0.6541,0.3198,0.7222
10,0.1206,0.8174,1.5288,0.5685,0.6208,0.5685,0.5787,0.3591,0.6208,0.6937,0.4757,0.6359
11,0.1151,0.8244,1.6799,0.5296,0.6309,0.5296,0.5507,0.3341,0.5630,0.7793,0.5907,0.4235
12,0.1130,0.8279,1.5424,0.6039,0.6276,0.6039,0.6065,0.3794,0.6068,0.4838,0.7154,0.5078
13,0.1062,0.8347,1.9393,0.5579,0.5752,0.5579,0.5516,0.3055,0.5954,0.2982,0.4282,0.7244
14,0.1028,0.8402,1.9238,0.5811,0.6115,0.5811,0.5870,0.3584,0.7399,0.2775,0.5241,0.6608
15,0.0977,0.8448,1.7354,0.5770,0.6050,0.5770,0.5826,0.3478,0.6357,0.4126,0.5038,0.6677
16,0.0966,0.8477,1.9431,0.5685,0.6175,0.5685,0.5594,0.3426,0.5692,0.4387,0.3753,0.7859
17,0.0780,0.8685,1.9092,0.5616,0.6163,0.5616,0.5641,0.3464,0.6471,0.5036,0.4083,0.7138
18,0.0740,0.8738,2.0443,0.5789,0.6246,0.5789,0.5844,0.3646,0.5771,0.6036,0.4539,0.7031
19,0.0751,0.8726,2.0396,0.5721,0.6062,0.5721,0.5653,0.3380,0.5946,0.4027,0.4104,0.7598
20,0.0714,0.8777,1.8258,0.5751,0.6318,0.5751,0.5859,0.3660,0.6480,0.6054,0.6555,0.4769
21,0.0637,0.8878,2.0495,0.5819,0.6009,0.5819,0.5841,0.3459,0.6138,0.4162,0.5014,0.6845
22,0.0619,0.8903,1.9530,0.5931,0.6093,0.5931,0.5984,0.3625,0.6708,0.3712,0.5801,0.6282
23,0.0607,0.8924,2.1393,0.5948,0.6035,0.5948,0.5943,0.3546,0.6130,0.2829,0.5360,0.7000
24,0.0600,0.8937,2.1800,0.5698,0.5932,0.5698,0.5699,0.3271,0.5832,0.4216,0.4631,0.6995
25,0.0556,0.8998,2.2205,0.5925,0.6158,0.5925,0.5929,0.3621,0.5867,0.4027,0.4889,0.7284
26,0.0555,0.9002,2.1632,0.5909,0.6047,0.5909,0.5961,0.3546,0.6305,0.3703,0.6011,0.6079
27,0.0542,0.9015,2.1210,0.5881,0.6070,0.5881,0.5927,0.3531,0.6296,0.4162,0.6547,0.5398
