Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,2.0243,0.3171,1.8218,0.3276,0.3529,0.3276,0.2939,0.2704,0.0000,0.1190,0.3125,0.0352,0.5182,0.0048,0.4974,0.5511,0.0235,0.7487,0.0344,0.1692,0.0194
2,1.6223,0.4066,1.6458,0.3941,0.4098,0.3941,0.3652,0.1220,0.2593,0.0731,0.3635,0.0605,0.5363,0.0762,0.6069,0.6347,0.0895,0.7502,0.0640,0.3514,0.0694
3,1.5052,0.4432,1.5323,0.4142,0.4325,0.4142,0.4006,0.0606,0.4593,0.1047,0.4954,0.1877,0.4260,0.2280,0.5768,0.6234,0.0383,0.7816,0.4381,0.3098,0.0417
4,1.4382,0.4632,1.4528,0.4411,0.4433,0.4411,0.4309,0.0202,0.5630,0.1422,0.4816,0.0895,0.5817,0.2907,0.6133,0.5422,0.0506,0.7617,0.3681,0.4836,0.2556
5,1.3547,0.4872,1.4158,0.4484,0.4535,0.4484,0.4291,0.0155,0.6370,0.0840,0.4821,0.0932,0.5286,0.3792,0.6434,0.6057,0.0031,0.8513,0.4393,0.4332,0.2972
6,1.3138,0.5001,1.4017,0.4692,0.4774,0.4692,0.4429,0.0249,0.5481,0.0943,0.4804,0.0080,0.5472,0.1443,0.5711,0.7022,0.0395,0.7985,0.3114,0.5339,0.4028
7,1.2916,0.5087,1.3988,0.4741,0.4739,0.4741,0.4584,0.0451,0.6173,0.1501,0.4708,0.0679,0.5911,0.2886,0.5807,0.5138,0.0907,0.8238,0.3211,0.7110,0.4028
8,1.2484,0.5218,1.3365,0.4822,0.4965,0.4822,0.4670,0.0404,0.6469,0.1714,0.5039,0.1235,0.5737,0.2498,0.6709,0.7075,0.0864,0.9011,0.3742,0.3999,0.4361
9,1.2274,0.5268,1.3207,0.4813,0.5019,0.4813,0.4717,0.0233,0.6765,0.1156,0.4973,0.1512,0.5960,0.4949,0.6959,0.5909,0.0253,0.8337,0.3657,0.5299,0.4778
10,1.2020,0.5350,1.2919,0.4978,0.4862,0.4978,0.4852,0.0054,0.7333,0.2430,0.4757,0.1154,0.6276,0.2069,0.6773,0.5746,0.1290,0.8375,0.5896,0.5907,0.6417
11,1.1760,0.5425,1.2595,0.5043,0.5058,0.5043,0.4935,0.0404,0.6840,0.1827,0.5659,0.0765,0.5267,0.2791,0.7068,0.5844,0.1562,0.8789,0.4363,0.6483,0.6750
12,1.1858,0.5399,1.3035,0.4924,0.4863,0.4924,0.4777,0.0311,0.6321,0.2652,0.5058,0.0710,0.6892,0.2825,0.7042,0.4817,0.1852,0.9073,0.3464,0.6418,0.6056
13,1.1603,0.5482,1.2536,0.5037,0.5054,0.5037,0.4896,0.0078,0.7185,0.2158,0.5139,0.2315,0.5284,0.1892,0.6933,0.6979,0.0772,0.8636,0.5401,0.4967,0.5972
14,1.1425,0.5538,1.2587,0.5024,0.4919,0.5024,0.4862,0.0078,0.7309,0.2252,0.4619,0.1136,0.6520,0.3036,0.7337,0.5517,0.0488,0.8498,0.6222,0.6267,0.5694
15,1.1536,0.5498,1.2937,0.5022,0.5179,0.5022,0.4901,0.0054,0.6617,0.0899,0.4940,0.0907,0.5624,0.4343,0.6421,0.5924,0.1562,0.8759,0.5395,0.6351,0.7500
16,1.0994,0.5681,1.2331,0.5154,0.5124,0.5154,0.5051,0.0023,0.6988,0.2114,0.5500,0.2241,0.6513,0.3111,0.6767,0.6264,0.0784,0.8927,0.4484,0.5515,0.5833
17,1.0805,0.5755,1.2247,0.5188,0.5185,0.5188,0.5082,0.0179,0.6815,0.1936,0.5716,0.1512,0.6601,0.3227,0.6997,0.5949,0.1537,0.8736,0.3808,0.6080,0.6472
18,1.0701,0.5793,1.2023,0.5221,0.5159,0.5221,0.5057,0.0054,0.7654,0.1728,0.5120,0.1062,0.6578,0.2308,0.7036,0.6575,0.1846,0.8843,0.4888,0.5844,0.5972
19,1.0650,0.5807,1.2129,0.5255,0.5249,0.5255,0.5172,0.0326,0.6938,0.2519,0.5568,0.2395,0.6682,0.3451,0.6825,0.5700,0.0870,0.8828,0.4255,0.6496,0.6000
20,1.0679,0.5801,1.2083,0.5285,0.5287,0.5285,0.5174,0.0039,0.6963,0.1758,0.6365,0.2494,0.5900,0.3322,0.6972,0.5596,0.1130,0.8789,0.4496,0.6975,0.5806
21,1.0516,0.5845,1.2327,0.5199,0.5173,0.5199,0.5070,0.0186,0.7778,0.2015,0.4757,0.1525,0.6302,0.3513,0.6677,0.6336,0.0735,0.8621,0.4792,0.6459,0.6000
22,1.0480,0.5863,1.2252,0.5235,0.5256,0.5235,0.5140,0.0008,0.7235,0.1768,0.5487,0.1765,0.6558,0.3703,0.7170,0.6047,0.1463,0.9249,0.4182,0.6134,0.5556
23,1.0441,0.5890,1.2099,0.5278,0.5188,0.5278,0.5183,0.0000,0.7012,0.2523,0.6378,0.1685,0.6223,0.3370,0.6825,0.5761,0.1130,0.8429,0.4774,0.6420,0.6111
24,1.0503,0.5874,1.1886,0.5343,0.5244,0.5343,0.5220,0.0016,0.7185,0.1857,0.5317,0.1759,0.6511,0.2260,0.7183,0.6244,0.2364,0.8966,0.6385,0.6152,0.6833
25,1.0357,0.5907,1.1982,0.5272,0.5290,0.5272,0.5183,0.0365,0.7136,0.2104,0.5304,0.0784,0.6573,0.4064,0.6927,0.6043,0.1222,0.8659,0.4707,0.6563,0.6139
26,1.0268,0.5948,1.2010,0.5322,0.5290,0.5322,0.5222,0.0225,0.7728,0.2148,0.5939,0.3463,0.6236,0.2975,0.7004,0.5701,0.0747,0.8598,0.5462,0.6575,0.6389
27,1.0462,0.5908,1.2222,0.5241,0.5348,0.5241,0.5150,0.0109,0.7556,0.1333,0.5300,0.2148,0.6302,0.4037,0.6876,0.5773,0.1451,0.9142,0.4949,0.6691,0.6111
28,1.0310,0.5939,1.2118,0.5314,0.5250,0.5314,0.5221,0.0054,0.7654,0.3002,0.5846,0.1284,0.6791,0.2539,0.7004,0.5888,0.1944,0.9011,0.4375,0.6209,0.6806
29,1.0256,0.5951,1.2068,0.5321,0.5380,0.5321,0.5225,0.0132,0.7136,0.2178,0.6132,0.2691,0.6148,0.4241,0.7068,0.5474,0.0284,0.9103,0.4955,0.6897,0.6417
30,1.0217,0.5983,1.2026,0.5377,0.5316,0.5377,0.5233,0.0124,0.7901,0.1753,0.5572,0.1463,0.6481,0.3308,0.7004,0.5982,0.1204,0.8636,0.5425,0.7020,0.7111
31,1.0186,0.5982,1.2039,0.5380,0.5392,0.5380,0.5283,0.0202,0.7852,0.1842,0.6310,0.2827,0.6313,0.3935,0.7036,0.5847,0.0568,0.9088,0.4979,0.6439,0.7000
32,1.0113,0.6007,1.2199,0.5326,0.5265,0.5326,0.5196,0.0326,0.7654,0.2375,0.5582,0.0691,0.6565,0.2886,0.7228,0.5998,0.1938,0.9050,0.4671,0.6641,0.5528
33,1.0083,0.6013,1.2135,0.5345,0.5322,0.5345,0.5246,0.0070,0.7383,0.2410,0.5341,0.1136,0.6843,0.4084,0.7061,0.5912,0.1296,0.8759,0.5450,0.6602,0.5222
34,1.0050,0.6022,1.2051,0.5295,0.5309,0.5295,0.5206,0.0008,0.7111,0.1684,0.5120,0.2025,0.6377,0.3608,0.7023,0.6453,0.1426,0.9050,0.6325,0.5820,0.5861
35,1.0203,0.5988,1.1958,0.5338,0.5276,0.5338,0.5255,0.0000,0.7531,0.2365,0.5478,0.1056,0.6667,0.3778,0.6991,0.6156,0.1426,0.8421,0.5570,0.6373,0.5139
36,0.9797,0.6131,1.2038,0.5374,0.5283,0.5374,0.5250,0.0023,0.7852,0.2114,0.5574,0.2481,0.6139,0.2920,0.7061,0.6104,0.1031,0.8851,0.5951,0.6738,0.5694
37,0.9786,0.6139,1.2064,0.5399,0.5364,0.5399,0.5277,0.0031,0.7605,0.1585,0.5461,0.2383,0.6610,0.3247,0.7125,0.6109,0.1235,0.9065,0.5432,0.6733,0.6472
38,0.9709,0.6164,1.2061,0.5395,0.5337,0.5395,0.5283,0.0039,0.7778,0.2153,0.5468,0.3111,0.6738,0.2798,0.7106,0.6022,0.1019,0.8812,0.4575,0.6839,0.5667
39,0.9714,0.6160,1.2109,0.5388,0.5402,0.5388,0.5296,0.0023,0.7704,0.1906,0.5377,0.1710,0.6586,0.3846,0.6965,0.5838,0.1512,0.9011,0.5957,0.6921,0.6111
40,0.9652,0.6185,1.2060,0.5418,0.5383,0.5418,0.5315,0.0039,0.7951,0.2726,0.5498,0.2840,0.6633,0.3390,0.7228,0.5922,0.0562,0.8966,0.5359,0.6730,0.6194
41,0.9643,0.6181,1.2095,0.5413,0.5398,0.5413,0.5317,0.0039,0.8148,0.2119,0.5839,0.2309,0.6404,0.3172,0.7106,0.6012,0.1420,0.9019,0.5263,0.6691,0.5972
42,0.9609,0.6206,1.2144,0.5398,0.5383,0.5398,0.5301,0.0039,0.7951,0.1990,0.5341,0.1827,0.6659,0.3363,0.7074,0.6390,0.1543,0.8958,0.5238,0.6360,0.6083
43,0.9613,0.6204,1.2096,0.5406,0.5443,0.5406,0.5338,0.0101,0.8000,0.2553,0.6261,0.2537,0.6336,0.3247,0.6978,0.6419,0.1142,0.8621,0.4599,0.5923,0.6139
44,0.9604,0.6197,1.2188,0.5364,0.5405,0.5364,0.5276,0.0054,0.7753,0.1990,0.5572,0.0852,0.6727,0.3526,0.6703,0.6241,0.2272,0.8598,0.4979,0.6422,0.6028
45,0.9603,0.6222,1.2547,0.5338,0.5375,0.5338,0.5239,0.0023,0.7630,0.2351,0.5406,0.1556,0.6849,0.3172,0.7036,0.6545,0.1698,0.9103,0.4255,0.5820,0.5722
46,0.9594,0.6210,1.2189,0.5375,0.5421,0.5375,0.5296,0.0085,0.7457,0.2277,0.5650,0.1432,0.6723,0.3587,0.6953,0.5997,0.1889,0.9011,0.4786,0.6542,0.5972
47,0.9534,0.6232,1.2181,0.5417,0.5413,0.5417,0.5312,0.0093,0.8049,0.2123,0.5894,0.1759,0.6364,0.3894,0.7119,0.6218,0.1043,0.8927,0.4955,0.6560,0.6083
48,0.9419,0.6278,1.2131,0.5451,0.5419,0.5451,0.5360,0.0031,0.7778,0.2089,0.5487,0.2877,0.6672,0.3656,0.7029,0.6094,0.1062,0.8835,0.5757,0.6651,0.6139
49,0.9391,0.6287,1.2151,0.5437,0.5409,0.5437,0.5352,0.0039,0.7704,0.2193,0.5678,0.2673,0.6714,0.3125,0.7081,0.6024,0.1383,0.8636,0.5643,0.6602,0.6333
50,0.9376,0.6295,1.2225,0.5435,0.5387,0.5435,0.5321,0.0078,0.7753,0.2262,0.5544,0.2265,0.6593,0.3233,0.7023,0.6251,0.0914,0.8897,0.5166,0.6723,0.6111
