Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
1,1.7870,0.3313,1.9928,0.3433,0.3203,0.3433,0.2898,0.0530,0.0000,0.0007,0.1172,0.0000,0.3888,0.0521,0.5814,0.6800,0.4874,0.8842,0.0000,0.2044,0.0000
2,1.3951,0.4716,1.9114,0.3405,0.3386,0.3405,0.3253,0.0054,0.2686,0.0746,0.3272,0.0265,0.3473,0.4952,0.6389,0.5378,0.1704,0.2802,0.0223,0.3079,0.0000
3,1.2973,0.5046,1.9185,0.3539,0.3698,0.3539,0.3492,0.0077,0.2768,0.1953,0.2641,0.2939,0.4332,0.1254,0.6646,0.5414,0.1873,0.6426,0.0425,0.2847,0.1528
4,1.2299,0.5269,2.0035,0.3391,0.3722,0.3391,0.3380,0.0049,0.2450,0.2069,0.2658,0.2707,0.2943,0.2816,0.6741,0.4990,0.3678,0.6275,0.0498,0.3193,0.0486
5,1.1577,0.5501,1.9042,0.3641,0.3760,0.3641,0.3592,0.0000,0.3180,0.3982,0.2907,0.0105,0.4391,0.2995,0.5733,0.5077,0.4907,0.3423,0.0836,0.3288,0.2546
6,1.0945,0.5709,1.8837,0.3801,0.3857,0.3801,0.3688,0.0000,0.4723,0.2283,0.2403,0.0370,0.4630,0.3969,0.6448,0.4934,0.4732,0.9418,0.2238,0.3413,0.3252
7,1.0408,0.5883,1.7692,0.3845,0.3851,0.3845,0.3796,0.0000,0.3934,0.2761,0.2985,0.1578,0.4965,0.3181,0.5726,0.4714,0.3880,0.8143,0.2356,0.3701,0.1748
8,0.9940,0.6053,1.8577,0.3878,0.3993,0.3878,0.3786,0.0000,0.4759,0.2006,0.2174,0.0501,0.5511,0.4542,0.6668,0.4300,0.5443,0.9279,0.2472,0.3981,0.4850
9,0.9563,0.6191,1.7592,0.3996,0.4031,0.3996,0.3916,0.0000,0.5312,0.2032,0.2727,0.1484,0.5247,0.3705,0.6323,0.4886,0.3745,0.8635,0.3601,0.3775,0.1678
10,0.9259,0.6299,1.8299,0.3949,0.4133,0.3949,0.3887,0.0000,0.2591,0.2415,0.2604,0.0504,0.5029,0.4803,0.5986,0.3981,0.5911,0.9743,0.3392,0.4831,0.2512
11,0.8980,0.6402,1.8670,0.3808,0.4099,0.3808,0.3751,0.0000,0.4429,0.4639,0.2867,0.0363,0.6077,0.3211,0.5627,0.3726,0.5120,0.9620,0.3824,0.2998,0.5127
12,0.8744,0.6490,1.7830,0.3903,0.4203,0.3903,0.3894,0.0220,0.4747,0.3824,0.3214,0.1869,0.5687,0.4022,0.6749,0.3381,0.3476,0.9536,0.3372,0.4241,0.3414
13,0.8525,0.6574,1.7319,0.4177,0.4311,0.4177,0.4043,0.0020,0.4111,0.2699,0.2149,0.0682,0.5841,0.4200,0.6180,0.4551,0.4389,0.9883,0.3988,0.4947,0.3056
14,0.8329,0.6645,1.8576,0.4098,0.4258,0.4098,0.4063,0.0028,0.6219,0.3273,0.3121,0.1640,0.5625,0.3527,0.6488,0.3976,0.3803,0.9821,0.4333,0.4390,0.4248
15,0.8185,0.6713,1.9006,0.4013,0.4415,0.4013,0.4015,0.0033,0.5324,0.4418,0.2927,0.1782,0.5793,0.3958,0.6070,0.4003,0.4038,0.9899,0.4279,0.3527,0.4861
16,0.7984,0.6790,1.8556,0.4075,0.4408,0.4075,0.4083,0.0164,0.6031,0.2709,0.2989,0.3893,0.5580,0.3932,0.6408,0.3856,0.3095,0.9698,0.4472,0.4317,0.4005
17,0.7878,0.6835,1.8024,0.4239,0.4470,0.4239,0.4181,0.0102,0.3993,0.3052,0.2641,0.1324,0.5369,0.4606,0.6569,0.4485,0.4574,0.9955,0.4474,0.4863,0.2986
18,0.7723,0.6903,1.9239,0.4154,0.4427,0.4154,0.4076,0.0008,0.6443,0.2841,0.2802,0.1945,0.5863,0.3873,0.7555,0.4285,0.3840,0.9838,0.4858,0.3775,0.5521
19,0.7624,0.6940,1.8592,0.4366,0.4351,0.4366,0.4255,0.0026,0.5866,0.3025,0.2899,0.1016,0.5076,0.3631,0.6444,0.5350,0.3995,0.9877,0.4017,0.4578,0.4757
20,0.7493,0.6991,1.9724,0.4056,0.4231,0.4056,0.3968,0.0018,0.5854,0.3392,0.2733,0.1284,0.5909,0.3713,0.6987,0.4073,0.3223,0.9944,0.5006,0.3913,0.3692
21,0.7412,0.7018,1.8836,0.4260,0.4433,0.4260,0.4190,0.0020,0.4417,0.3035,0.2610,0.1143,0.5864,0.4609,0.6037,0.4475,0.5140,0.9804,0.5015,0.4426,0.4074
22,0.7294,0.7070,1.8659,0.4272,0.4454,0.4272,0.4256,0.0015,0.4888,0.4418,0.3131,0.2340,0.5649,0.3512,0.6782,0.4278,0.2981,0.8898,0.4558,0.4733,0.5255
23,0.7197,0.7111,1.9770,0.4165,0.4573,0.4165,0.4124,0.0087,0.5253,0.3497,0.2733,0.1800,0.6219,0.4412,0.6708,0.4045,0.4473,0.9983,0.4919,0.3898,0.4410
24,0.7125,0.7134,1.9449,0.4280,0.4551,0.4280,0.4210,0.0151,0.5642,0.4048,0.2595,0.1774,0.5430,0.2995,0.6902,0.4718,0.3537,0.9944,0.6044,0.4221,0.3634
25,0.7038,0.7170,1.9789,0.4188,0.4463,0.4188,0.4153,0.0090,0.6254,0.3867,0.2977,0.1321,0.5642,0.4531,0.5869,0.4678,0.3281,0.9083,0.4488,0.3781,0.5556
26,0.6952,0.7198,1.9891,0.4280,0.4593,0.4280,0.4245,0.0128,0.6655,0.3695,0.3315,0.1361,0.5952,0.3650,0.6510,0.4442,0.5083,0.9877,0.4095,0.3956,0.4618
27,0.6548,0.7368,2.0338,0.4362,0.4539,0.4362,0.4304,0.0184,0.6172,0.3151,0.3097,0.1724,0.5570,0.4074,0.6800,0.4596,0.3853,0.9625,0.5122,0.4532,0.5532
28,0.6449,0.7401,1.9466,0.4393,0.4606,0.4393,0.4355,0.0184,0.5359,0.3312,0.3176,0.2340,0.5909,0.3571,0.6437,0.4493,0.3654,0.9916,0.4956,0.4741,0.4444
