Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_background,Val_Acc_vehicle
1,0.7589,0.5020,0.6973,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
2,0.6415,0.5004,0.7145,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
3,0.6410,0.4987,0.7173,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
4,0.6396,0.5010,0.7187,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
5,0.6408,0.4986,0.7173,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
6,0.6397,0.5009,0.7163,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
7,0.6394,0.5014,0.7187,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
8,0.6399,0.5005,0.7163,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
9,0.6384,0.5002,0.7183,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
10,0.6205,0.4998,0.7085,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
11,0.6100,0.4997,0.7048,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
12,0.6035,0.5014,0.6955,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
13,0.6014,0.4992,0.7108,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
14,0.5985,0.4984,0.7041,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
15,0.5961,0.5014,0.7010,0.3914,0.1532,0.3914,0.2202,0.0000,0.0000,1.0000
